id,name,name_en,img_src,evaluation,looks,smell,taste,throat,total,style,ABV,IBU,brewery,description,brewery_id,style_id
375,サンクトガーレン 小麦のワイン Un angel,SANKTGALLEN KOMUGI NO WINE UN ANGEL,http://www.beer365.net/cache/05269de2c388704a7942486e1aeb0ede.png,1.74,3.5,3,2,3,2.5,スペシャルティー・その他,10%,55,サンクトガーレン有限会社(神奈川県),"ウィートワインは1980年代にアメリカで誕生したとされるビールのスタイルで、その発想の基になっているのは「バーレイワイン」です。

バーレイワインとの違いは主原料。バーレイワインはバーレイ（Barley／大麦）つまり“大麦麦芽”を主原料としているのに対し、ウィートワインはウィート（Wheat／小麦）つまり“小麦麦芽”を主原料としています。

小麦は大麦よりもたんぱく質が多いため、バーレイワインに比べ 口当たりが柔らかく、まろやかな印象。またビールの苦味の元になるホップ使用量も控えめ。そのため、ホップの鮮烈な苦味が印象的な“悪魔（ディアブロ）”に対し、麦の優しい味わいを楽しむ“天使（アンヘル）”という位置づけです。

ビールでありながらワイン並にアルコールが高く、ワインのように月日を経て熟成していく点はバーレイワインと共通しています。",257,50
376,常陸野 ネスト バイツェン,HITACHINO WEIZEN,http://www.beer365.net/cache/be336e985fb0db515350e535c4fe26e2.jpg,1.72,3.5,2.5,2.5,2.5,2,ヴァイツェン・ヴァイス(エール),5.50%,12,木内酒造(茨城県),"小麦麦芽を材料に仕込んだ軽快な味が特徴のにごりビールです。特殊な酵母を使用、クローブやバナナのような香りと爽快さが特徴です。
2002年　The Brewing Industry International Awards 金賞",269,45
377,横浜 ホワイト パンドラ,YOKOHAMA WHITE PANDORA,http://www.beer365.net/cache/3ae055a5867d2d1d2917fa597ae1ec28.jpg,1.7,2.5,3,2,3,2.5,ベルジャンホワイト・ウィート・ヴィット(エール),5.50%,,横浜ブルワリー(神奈川県),"優しい柑橘系の苦味、小麦をしようすることで柔らかい口当たりに仕上げました。
苦いビールが苦手な方にもオススメ！",254,40
378,呑龍夢 ペールエール,DONRYU DREAM PALE ALE,http://www.beer365.net/cache/55f4451ae0d74aaa82c403e55019e236.jpg,1.68,3.5,2,2.5,2.5,2,ペール・ビター(エール),5%,,呑龍夢麦酒(群馬県),のど元に広がるキリッとした軽い苦みが特徴。ビールのコクと苦味を味わいたい方にオススメ,233,41
379,軽井沢高原 ウィートエール 2015,KARUIZAWA KOGEN WHEAT ALE 2015,http://www.beer365.net/cache/37a2aa70e36eb801e679cf7111e2c61d.jpg,1.68,3,2.5,2,3.5,2.5,ベルジャンホワイト・ウィート・ヴィット(エール),4.50%,,ヤッホーブルーイング(長野県),"ウッドデッキから眺める庭の自然林が瑞々しい軽井沢の午後。ゆるやかな風を感じながら、家族や気心の知れた友人たちと過ごすくつろぎの時間がやってくる。グラスから立ち上がる華やかな香りは、採れたてのパッションフルーツのよう。一口飲めばスッと広がる小麦由来のまろやかな風味が、軽井沢らしい雰囲気に彩りを添えてくれる。自然の中で飲みたいエールビールです。
(オフィシャルサイトより)",280,40
380,新潟 ヴァイツェン,NIIGATA WEIZEN,http://www.beer365.net/cache/053e8d79a384d2379573a46c16ebaf5e.jpg,1.67,3.5,2.5,2,3,2.5,ヴァイツェン・ヴァイス(エール),4.50%,,新潟麦酒株式会社(新潟県),"ヴァイツエン酵母、小麦麦芽使用のフルーティーでやさしいビール。
(オフィシャルサイトより)",125,45
381,六甲 IGA (IMPERIAL GOLDEN ALE),ROKKO IGA (IMPERIAL GOLDEN ALE),http://www.beer365.net/cache/3f0a28997ea26ad348879ad1d0b21108.jpg,1.67,3.5,2.5,2,3,2.5,スペシャルティー・その他,6.50%,70,六甲ビールブルワリー(兵庫県),"クラフトビアマーケット神保町店様とコラボレーションで作った周年記念企画のビール。
37IPAと同じくホップを大量に使っているので、強い苦味があるものの、
ホップの香りがフルーティーで非常に飲みやすいビール。
こちらはアルコール度数が6.5%あり、ボディ感と甘みの強さが特徴。飲みやすさはこちらの方が上か。
スタイルは、当社のいきがり生をインスパイアしたゴールデンエール。
アルコール度数を＋1.5％し、ホップはネルソンソーヴィンをベースにモトゥエカを使用。",184,50
382,ハーヴェスト ムーン ナツコ 夏の小麦ビール 2015,HARVEST MOON NATSUKO SUMMER WHEAT 2015,http://www.beer365.net/cache/247573e7683b30d0dcbdcb11f7f316b8.jpg,1.65,3,2.5,2,3,2.5,ベルジャンホワイト・ウィート・ヴィット(エール),4%,,ハーヴェスト ムーン(千葉県),"ドイツのアロマホップ「サフィア」のみを使用した小麦のビール。爽やかでややスパイシーなフレーバー、軽い飲み心地は夏にぴったり。
(ラベルより)",277,40
383,宇奈月 トロッコ,UNATSUKI　TOROKKO,http://www.beer365.net/cache/5575ef28d0887d461d14b4137076a92f.jpg,1.65,3,2.5,2,3,2.5,アルト(エール),5%,,宇奈月ビール株式会社(富山県),ドイツ・デュッセルドルフで愛されているビール。12～13世紀ごろ北ドイツで醸造していた、英国の伝統的醸造法に忠実な本格的エールがアルトを本格派あるいは正統派と読み替えるのがふさわしいでしょう。美しく濃い赤銅色と白い泡、上面発酵酵母の上品な香り、原麦汁濃度は12％とドイツビールではやや低めですが旨みがあり、軽い甘みと深いコクが絶妙に調和しています。,201,19
384,やまぐち鳴滝高原 ペールエール,YAMAGUCHI NARUTAKI KOGEN PALE ALE,http://www.beer365.net/cache/fde4e9927fa70789d6e820c34f2d414c.jpg,1.65,3,2,2,3,3,ペール・ビター(エール),5%,,やまぐち鳴滝高原ブルワリー(山口県),"ビターホップの苦みと、酵母過程の途中で加えられるアロマホップの香りがフルーティーに調和する淡い色のビールです。
モンドセレクション 3年連続銀賞",191,41
385,ワイマーケット X 鬼伝説 アイパー,"Y. MARKET X ONIDENSETSU I,PA-",http://www.beer365.net/cache/7b8dcc10fcc80893b2b3a6f20124398b.jpg,1.65,3.5,2,2.5,2.5,2,IPA・インディアペール(エール),6.20%,39.2,Y. MARKET BREWING (ワイマーケットブルーイング)(愛知県) / 株式会社わかさいも本舗 鬼伝説地ビール(北海道),"のぼりべつ地ビール“鬼伝説”とのコラボレーションビール第一弾。日本で最も有名なペールエールの一つである「金鬼ペールエール」の骨格を受け継いだ造りにワイマーケットらしい切れの良さを融合させた仕上がり。
名前は『I,Pa-』となっていますがスタイルはアメリカンペールエール。鬼伝説ビールの醸造責任者である柴田泰彦氏のトレードマーク“アイロンパーマ”に敬意を表し命名しました。さらに、醸造にはヘッドブルワー加地が師と仰ぐLuc Bim Lafontaine氏も参加。そのロジカル且つ経験に富んだテクニックもふんだんに盛り込んだ正に至極の一品！",103,18
386,いずし浪漫 ブルーベリー,IZUSHI ROMAN BLUEBERRY,http://www.beer365.net/cache/b80057b7f02353e004ea9ff3299a3661.png,1.63,3.2,2,1.5,3,3,フルーツ・ベジタブル(ハイブリッド),7%,,出石城山ガーデン(兵庫県),出石町、片間（かたま）ふれあい農園で作られる無農薬手づみブルーベリーを使用。約700本のブルーベリーの木は一本一本手作業で手入れされています。,186,48
387,グランド キリン ギャラクシー ホップ,GRAND KIRIN GALAXY HOP,http://www.beer365.net/cache/233509bf830554d4259644047c7266d1.jpg,1.63,2.5,2.5,2,3,2.5,IPA・インディアペール(エール),4.50%,,キリン株式会社(東京都),"パッションフルーツを思わせる希少な“ギャラクシーホップ”を
「ディップホップ」し、銀河系に輝く、溢れんばかりの星々のような華やかな香りと、流星のようにスッと消えていく苦みを実現。小麦麦芽の軽やかな口あたりで、夏の夜風と共に、爽やかな時間をもたらす一本。
(オフィシャルサイトより)",124,18
388,金しゃち プラチナムエール,KINSHACHI PLATINUM ALE,http://www.beer365.net/cache/531c9b867ec32a2ac455429b0ef34d8d.png,1.61,3,2.5,2,2.5,2.5,ベルジャンホワイト・ウィート・ヴィット(エール),5%,,盛田金しゃちビール(愛知県),"南ドイツ伝統のホワイトビールの製法を日本でアレンジし、大麦麦芽に小麦麦芽をブレンドして醸造した弊社オリジナルのビールです。小麦麦芽によるマイルドな麦の香りと旨味、爽やかな酸味が感じられ、きめが細かく泡持ちがよいのが特長。
また、アメリカ産カスケードホップを使用することで、柑橘系の華やかな香りがお楽しみいただけます。",231,40
389,猪苗代 ラオホ,INAWASHIRO RAUCH,http://www.beer365.net/cache/d6fc6078f35f26df88788eb625d93c96.jpg,1.61,3,2.5,2,2.5,2.5,スモーク・ラオホ(ハイブリッド),,,親正産業株式会社(福島県),"ブナのチップでモルトを燻煙し、より一層の旨みと香りを引き出した黒ビールです。
注いだ瞬間に香るこおばしい香りと深い味わいに加え、黒い見た目からは想像がつかない甘くて飲み易い口当たりはビール党のみならず、多くの人に好まれています。
2005年　ジャパン・ビアカップ　銀賞
2006、2007、2008年　国際ビール大賞　銀賞",288,46
390,トウキョウ ブルース フレッシュ ホップ,TOKYO BLUES FRESH HOP,http://www.beer365.net/cache/d2b197d68693eefe6c064fc986014003.jpg,1.61,3,3,2,2.5,2,ペール・ビター(エール),5%,35,石川酒造株式会社(東京都),"岩手県遠野産ホップを使用。
フレッシュホップの香味、苦味を活かし、モルトフレーバーとのバランスを調和させた限定ビール。",264,41
391,杉能舎 アンバーエール,SUGINOYA AMBER ALE,http://www.beer365.net/cache/1f795ead3329c7448a391aa6533e46bf.jpg,1.61,3,2.5,2,2.5,2.5,アンバー・レッド(エール),5%,,杉能舎麦酒工房(福岡県),"酒蔵製ならではの深い味わいのビールです。厳選した麦芽と新鮮なホップは、やや褐色でまろやかな味わいを醸します。 赤ワインのように肉料理を引き立てます。

-1997,2001,2003,2004,2007,2008年　インターナショナル・ビア・コンペティション　金賞
-2008年　ジャパン・アジア・カップ　銀賞
(オフィシャルサイトより)",110,20
392,金沢百万石 コシヒカリエール,KANAZAWA HYAKUMANGOKU KOSHIHIKARI ALE,http://www.beer365.net/cache/743619a123285ad430615560f15ed38c.jpg,1.6,2.8,2,1.8,2.8,2.5,スペシャルティー・その他,,,わくわく手作りファーム川北(石川県),米どころ川北町でとれたコシヒカリ米を贅沢に使いました。さっぱりとしていてまろやかな味わいです。,204,50
393,ひでじ 花のホワイトヴァイス,HIDEJI HANA NO WHITE WEISS,http://www.beer365.net/cache/47ad7775014aead553cd2a1b941a6fca.jpg,1.6,3.5,2.5,2,3,2,ベルジャンホワイト・ウィート・ヴィット(エール),4.80%,,宮崎ひでじビール株式会社(宮崎県),花の国みやざき。四季を彩る可憐な花々をイメージ。 優しい香り、柔らかな喉越し、後味爽やかな小麦スペシャル。,165,40
394,風の谷 玄岳標高 799.2m,KAZE NO TANI KUROTAKE ELEVATION 799.2m,http://www.beer365.net/cache/a83b9efb3c7983a90e347c31ba2b1ac9.jpg,1.58,3,2.5,2,3,2,ブラック・ダーク(エール),5.50%,36.25,酪農王国株式会社(静岡県),ホップの香りをより強く表現する為に、通常黒ビールに使用される甘みを加えるモルトの使用を極力控えています。アメリカン産ホップが生み出す柑橘系の爽やかさとIPAに近い強いホップの苦みが特徴的です。強烈なホップの印象に追随して、焙煎モルトの香ばしい風味や旨味があります。甘みはほとんどありません。,226,38
395,博多ドラフト アルス,HAKATA DRAFT ALS,http://www.beer365.net/cache/e729b99d6a92af0fd84ed65da13d319c.jpg,1.56,2.5,2.5,2,2,2.5,ケルシュ(エール),,,株式会社ホテルオークラ福岡(福岡県),"シャルドネを思わせる芳醇な香りと爽やかな苦み、すっきりとした味わいが特徴です。
2008年　ジャパン・アジア・ビアカップ　金賞
2007、2012年　インターナショナル・ビアコンペティション　 金賞",179,22
396,ひでじ ジンジャーハニーエール,HIDEJI GINGER HONEY ALE,http://www.beer365.net/cache/51fcfaf0d53391643761157c8c63baa3.jpg,1.54,3,2.5,2,2.5,2,ハーブ・スパイス(ハイブリッド),,,宮崎ひでじビール株式会社(宮崎県),"ついに出ました～、お待たせしました!
延岡市限定にて現在「道の駅 北川はゆま」さんで販売中の新作です。
生姜のピリッとした辛味とエール独特のフルーティさが爽やかな味わい。
宮崎県北部・北川町産の生姜と蜂蜜を溶け込ませたスパイスエールです。",165,47
